SiteID,SiteName,SampleDate,Year,Quadrat_Num,Elevation_Position,SpeciesName,Count,Quadrat_Size_sq_m,Density_individual2SqM
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,5,Mid (0.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,5,Mid (0.5 m MLLW),Nucella spp.,3,2,3
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,5,Upper (1.5 m MLLW),Katharina tunicata,13,2,13
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,5,Upper (1.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,6,Mid (0.5 m MLLW),Katharina tunicata,12,2,12
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,6,Mid (0.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,6,Upper (1.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,6,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,7,Mid (0.5 m MLLW),Katharina tunicata,13,2,13
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,7,Mid (0.5 m MLLW),Nucella spp.,4,2,4
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,7,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,7,Upper (1.5 m MLLW),Nucella spp.,2,2,2
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,8,Mid (0.5 m MLLW),Katharina tunicata,40,2,40
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,8,Mid (0.5 m MLLW),Nucella spp.,10,2,10
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,8,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,8,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,9,Mid (0.5 m MLLW),Katharina tunicata,22,2,22
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,9,Mid (0.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,9,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,9,Upper (1.5 m MLLW),Nucella spp.,5,2,5
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,10,Mid (0.5 m MLLW),Katharina tunicata,11,2,11
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,10,Mid (0.5 m MLLW),Nucella spp.,4,2,4
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,10,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,10,Upper (1.5 m MLLW),Nucella spp.,2,2,2
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,11,Mid (0.5 m MLLW),Katharina tunicata,15,2,15
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,11,Mid (0.5 m MLLW),Nucella spp.,15,2,15
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,11,Upper (1.5 m MLLW),Katharina tunicata,10,2,10
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,11,Upper (1.5 m MLLW),Nucella spp.,3,2,3
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,12,Mid (0.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,12,Mid (0.5 m MLLW),Nucella spp.,48,2,48
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,12,Upper (1.5 m MLLW),Katharina tunicata,16,2,16
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,12,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,1,Mid (0.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,1,Mid (0.5 m MLLW),Nucella spp.,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,1,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,1,Upper (1.5 m MLLW),Nucella spp.,3,2,3
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,2,Mid (0.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,2,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,2,Upper (1.5 m MLLW),Katharina tunicata,8,2,8
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,2,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,3,Mid (0.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,3,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,3,Upper (1.5 m MLLW),Katharina tunicata,3,2,3
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,3,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,Mid (0.5 m MLLW),Katharina tunicata,7,2,7
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,Upper (1.5 m MLLW),Katharina tunicata,10,2,10
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,5,Mid (0.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,5,Mid (0.5 m MLLW),Nucella spp.,7,2,7
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,5,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,5,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,6,Mid (0.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,6,Mid (0.5 m MLLW),Nucella spp.,17,2,17
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,6,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,6,Upper (1.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,7,Mid (0.5 m MLLW),Katharina tunicata,9,2,9
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,7,Mid (0.5 m MLLW),Nucella spp.,14,2,14
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,7,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,7,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,8,Mid (0.5 m MLLW),Katharina tunicata,4,2,4
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,8,Mid (0.5 m MLLW),Nucella spp.,16,2,16
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,8,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,8,Upper (1.5 m MLLW),Nucella spp.,40,2,40
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,9,Mid (0.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,9,Mid (0.5 m MLLW),Nucella spp.,11,2,11
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,9,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,9,Upper (1.5 m MLLW),Nucella spp.,17,2,17
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,10,Mid (0.5 m MLLW),Katharina tunicata,10,2,10
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,10,Mid (0.5 m MLLW),Nucella spp.,6,2,6
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,10,Upper (1.5 m MLLW),Katharina tunicata,3,2,3
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,10,Upper (1.5 m MLLW),Nucella spp.,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,11,Mid (0.5 m MLLW),Katharina tunicata,25,2,25
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,11,Mid (0.5 m MLLW),Nucella spp.,10,2,10
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,11,Upper (1.5 m MLLW),Katharina tunicata,21,2,21
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,11,Upper (1.5 m MLLW),Nucella spp.,25,2,25
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,12,Mid (0.5 m MLLW),Katharina tunicata,9,2,9
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,12,Mid (0.5 m MLLW),Nucella spp.,6,2,6
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,12,Upper (1.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,12,Upper (1.5 m MLLW),Nucella spp.,13,2,13
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,1,Mid (0.5 m MLLW),Katharina tunicata,5,1,10
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,1,Mid (0.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,1,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,1,Upper (1.5 m MLLW),Nucella spp.,15,1,30
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,2,Mid (0.5 m MLLW),Katharina tunicata,13,1,26
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,2,Mid (0.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,2,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,2,Upper (1.5 m MLLW),Nucella spp.,3,1,6
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,3,Mid (0.5 m MLLW),Katharina tunicata,17,1,34
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,3,Mid (0.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,3,Upper (1.5 m MLLW),Katharina tunicata,4,1,8
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,3,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,4,Mid (0.5 m MLLW),Katharina tunicata,32,1,64
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,4,Mid (0.5 m MLLW),Nucella spp.,2,1,4
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,4,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,4,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,5,Mid (0.5 m MLLW),Katharina tunicata,8,1,16
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,5,Mid (0.5 m MLLW),Nucella spp.,25,1,50
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,5,Upper (1.5 m MLLW),Katharina tunicata,7,1,14
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,5,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,6,Mid (0.5 m MLLW),Katharina tunicata,23,1,46
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,6,Mid (0.5 m MLLW),Nucella spp.,19,1,38
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,6,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,6,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,7,Mid (0.5 m MLLW),Katharina tunicata,28,1,56
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,7,Mid (0.5 m MLLW),Nucella spp.,99,1,198
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,7,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,7,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,8,Mid (0.5 m MLLW),Katharina tunicata,11,1,22
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,8,Mid (0.5 m MLLW),Nucella spp.,142,1,284
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,8,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,8,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,9,Mid (0.5 m MLLW),Katharina tunicata,32,1,64
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,9,Mid (0.5 m MLLW),Nucella spp.,89,1,178
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,9,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,9,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,10,Mid (0.5 m MLLW),Katharina tunicata,51,1,102
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,10,Mid (0.5 m MLLW),Nucella spp.,13,1,26
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,10,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,10,Upper (1.5 m MLLW),Nucella spp.,4,1,8
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,11,Mid (0.5 m MLLW),Katharina tunicata,28,1,56
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,11,Mid (0.5 m MLLW),Nucella spp.,13,1,26
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,11,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,11,Upper (1.5 m MLLW),Nucella spp.,24,1,48
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,12,Mid (0.5 m MLLW),Katharina tunicata,37,1,74
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,12,Mid (0.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,12,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2007-06-29,2007,12,Upper (1.5 m MLLW),Nucella spp.,11,1,22
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,1,Mid (0.5 m MLLW),Katharina tunicata,3,1,6
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,1,Mid (0.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,1,Upper (1.5 m MLLW),Katharina tunicata,8,1,16
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,1,Upper (1.5 m MLLW),Nucella spp.,4,1,8
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,2,Mid (0.5 m MLLW),Katharina tunicata,3,1,6
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,2,Mid (0.5 m MLLW),Nucella spp.,6,1,12
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,2,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,2,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,3,Mid (0.5 m MLLW),Katharina tunicata,12,1,24
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,3,Mid (0.5 m MLLW),Nucella spp.,22,1,44
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,3,Upper (1.5 m MLLW),Katharina tunicata,8,1,16
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,3,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,Mid (0.5 m MLLW),Katharina tunicata,14,1,28
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,Mid (0.5 m MLLW),Nucella spp.,32,1,64
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,Upper (1.5 m MLLW),Nucella spp.,4,1,8
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,5,Mid (0.5 m MLLW),Katharina tunicata,14,1,28
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,5,Mid (0.5 m MLLW),Nucella spp.,12,1,24
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,5,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,5,Upper (1.5 m MLLW),Nucella spp.,7,1,14
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,6,Mid (0.5 m MLLW),Katharina tunicata,3,1,6
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,6,Mid (0.5 m MLLW),Nucella spp.,35,1,70
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,6,Upper (1.5 m MLLW),Katharina tunicata,5,1,10
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,6,Upper (1.5 m MLLW),Nucella spp.,5,1,10
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,7,Mid (0.5 m MLLW),Katharina tunicata,13,1,26
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,7,Mid (0.5 m MLLW),Nucella spp.,26,1,52
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,7,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,7,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,8,Mid (0.5 m MLLW),Katharina tunicata,4,1,8
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,8,Mid (0.5 m MLLW),Nucella spp.,7,1,14
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,8,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,8,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,9,Mid (0.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,9,Mid (0.5 m MLLW),Nucella spp.,6,1,12
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,9,Upper (1.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,9,Upper (1.5 m MLLW),Nucella spp.,6,1,12
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,10,Mid (0.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,10,Mid (0.5 m MLLW),Nucella spp.,13,1,26
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,10,Upper (1.5 m MLLW),Katharina tunicata,1,1,2
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,10,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,11,Mid (0.5 m MLLW),Katharina tunicata,11,1,22
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,11,Mid (0.5 m MLLW),Nucella spp.,16,1,32
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,11,Upper (1.5 m MLLW),Katharina tunicata,4,1,8
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,11,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,12,Mid (0.5 m MLLW),Katharina tunicata,0,1,0
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,12,Mid (0.5 m MLLW),Nucella spp.,3,1,6
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,12,Upper (1.5 m MLLW),Katharina tunicata,5,1,10
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,12,Upper (1.5 m MLLW),Nucella spp.,0,1,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Mid (0.5 m MLLW),Katharina tunicata,3,2,3
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Mid (0.5 m MLLW),Lottia spp.,23,2,23
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Mid (0.5 m MLLW),Nucella spp.,2,2,2
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Upper (1.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Upper (1.5 m MLLW),Lottia spp.,30,2,30
AKP_B10_RI_05,Takli Island,2023-07-05,2023,1,Upper (1.5 m MLLW),Nucella spp.,22,2,22
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Mid (0.5 m MLLW),Katharina tunicata,4,2,4
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Mid (0.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Mid (0.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Upper (1.5 m MLLW),Katharina tunicata,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Upper (1.5 m MLLW),Lottia spp.,10,2,10
AKP_B10_RI_05,Takli Island,2023-07-05,2023,2,Upper (1.5 m MLLW),Nucella spp.,1,2,1
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Mid (0.5 m MLLW),Katharina tunicata,6,2,6
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Mid (0.5 m MLLW),Lottia spp.,15,2,15
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Upper (1.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Upper (1.5 m MLLW),Lottia spp.,19,2,19
AKP_B10_RI_05,Takli Island,2023-07-05,2023,3,Upper (1.5 m MLLW),Nucella spp.,11,2,11
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Mid (0.5 m MLLW),Katharina tunicata,3,2,3
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Mid (0.5 m MLLW),Lottia spp.,12,2,12
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Upper (1.5 m MLLW),Katharina tunicata,1,2,1
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Upper (1.5 m MLLW),Lottia spp.,24,2,24
AKP_B10_RI_05,Takli Island,2023-07-05,2023,4,Upper (1.5 m MLLW),Nucella spp.,4,2,4
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Mid (0.5 m MLLW),Katharina tunicata,10,2,10
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Mid (0.5 m MLLW),Lottia spp.,24,2,24
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Upper (1.5 m MLLW),Katharina tunicata,6,2,6
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Upper (1.5 m MLLW),Lottia spp.,7,2,7
AKP_B10_RI_05,Takli Island,2023-07-05,2023,5,Upper (1.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Mid (0.5 m MLLW),Katharina tunicata,18,2,18
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Mid (0.5 m MLLW),Lottia spp.,16,2,16
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Upper (1.5 m MLLW),Katharina tunicata,10,2,10
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Upper (1.5 m MLLW),Lottia spp.,37,2,37
AKP_B10_RI_05,Takli Island,2023-07-05,2023,6,Upper (1.5 m MLLW),Nucella spp.,2,2,2
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Mid (0.5 m MLLW),Katharina tunicata,5,2,5
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Mid (0.5 m MLLW),Lirabuccinum dirum,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Mid (0.5 m MLLW),Lottia spp.,48,2,48
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Mid (0.5 m MLLW),Nucella spp.,0,2,0
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Upper (1.5 m MLLW),Katharina tunicata,8,2,8
AKP_B10_RI_05,Takli Island,2023-07-05,2023,7,Upper (1.5 m MLLW),Lirabuccinum dirum,0,2,0
