Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,Count
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,7,38
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,8,56
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,9,72
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,10,40
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,1,90
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,2,37
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,3,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,4,39
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,5,41
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,6,26
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,7,74
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,8,174
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,9,63
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,10,32
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,1,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,2,96
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,3,41
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,4,32
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,5,43
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,6,45
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,7,90
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,8,63
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,9,57
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,10,90
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,1,37
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,2,15
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,3,19
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,4,51
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,5,81
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,6,32
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,7,46
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,8,48
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,9,63
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,10,26
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,1,30
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,2,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,3,24
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,4,31
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,5,94
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,6,30
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,7,39
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,8,54
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,9,32
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,10,22
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,1,33
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,2,70
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,3,50
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,4,35
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,5,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,6,319
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,7,31
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,8,34
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,9,23
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,10,45
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,1,19
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,2,19
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,3,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,4,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,5,34
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,6,20
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,7,32
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,8,18
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,9,5
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,10,8
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,1,4
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,2,51
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,3,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,4,61
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,5,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,6,57
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,7,35
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,8,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,9,12
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,10,41
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,1,5
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,2,76
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,3,86
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,4,29
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,5,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,6,20
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,7,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,9,19
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,10,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,1,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,2,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,3,1
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,4,4
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,5,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,6,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,7,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,9,1
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,10,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,1,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,2,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,3,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,4,25
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,5,1
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,6,11
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,7,6
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,9,13
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,10,9
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,1,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,2,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,3,7
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,4,21
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,5,32
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,6,38
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,7,3
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,8,23
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,9,59
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,10,33
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,1,47
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,2,85
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,3,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,4,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,5,186
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,6,12
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,7,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,9,21
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,10,21
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,1,23
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,2,7
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,3,54
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,4,40
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,5,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,6,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,7,90
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,8,25
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,9,1
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,10,121
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,1,33
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,2,18
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,3,27
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,4,23
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,5,64
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,6,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,7,43
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,8,214
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,9,11
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,10,20
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,1,17
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,2,47
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,3,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,4,56
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,5,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,6,47
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,7,35
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,8,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,9,45
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,10,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,1,31
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,2,30
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,3,21
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,4,56
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,5,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,6,29
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,7,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,8,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,9,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,10,30
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,1,27
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,2,18
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,3,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,4,36
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,5,42
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,6,15
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,7,41
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,8,21
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,9,29
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,10,36
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,1,17
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,2,18
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,3,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,4,6
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,5,31
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,6,19
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,7,20
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,8,27
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,9,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,10,17
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,1,22
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,2,8
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,3,0
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,4,1
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,5,2
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,6,80
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,9,8
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,10,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,1,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,2,18
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,3,7
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,4,6
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,5,11
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,6,52
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,7,37
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,8,61
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,9,7
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,10,7
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,1,4
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,2,4
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,3,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,4,15
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,5,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,6,38
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,9,38
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,10,94
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,1,4
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,2,7
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,3,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,4,4
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,5,1
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,6,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,7,12
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,8,62
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,9,1
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,10,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,1,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,2,38
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,3,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,4,10
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,5,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,6,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,7,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,8,63
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,9,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,10,34
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,2,14
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,3,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,5,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,6,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,8,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,9,94
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,10,52
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,1,45
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,2,165
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,3,39
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,4,36
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,5,26
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,6,42
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,7,63
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,8,36
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,9,33
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,10,62
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,1,50
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,2,65
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,3,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,4,15
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,5,112
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,6,16
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,7,68
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,8,18
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,9,39
AKP,10,KATM,AKP_B10_MI_05,Takli,7/2/2016,2016,10,50
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,1,38
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,2,34
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,3,29
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,5,48
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,6,6
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,7,58
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,9,24
AKP,10,KATM,AKP_B10_MI_05,Takli,6/21/2017,2017,10,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,1,39
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,2,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,3,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,119
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,37
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,60
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,63
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,7
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,18
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,116
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,5,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,7,98
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,9,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,10,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,1,2
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,2,10
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,3,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,5,13
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,6,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,7,14
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,9,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/8/2021,2021,10,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,1,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,2,0
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,3,38
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,4,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,5,16
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,6,3
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,8,38
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,9,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2022,2022,10,23
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,1,22
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,2,25
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,3,27
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,4,32
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,5,58
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,6,26
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,7,28
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,8,19
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,9,36
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/20/2008,2008,10,31
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,1,20
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,2,22
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,3,25
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,4,20
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,5,28
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,6,1
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,7,0
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,8,27
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,9,17
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/24/2009,2009,10,7
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,1,19
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,2,37
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,3,4
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,4,17
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,5,18
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,6,10
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,7,24
KEP,5,KEFJ,KEP_B05_MI_01,Aialik,6/23/2010,2010,8,21
