SiteID,SiteName,SampleDate,Year,Quadrat_Num,Elevation_Position,Species,Percent_Cover
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Upper (1.5 m MLLW),bare substrate,24
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Upper (1.5 m MLLW),barnacle,64
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Upper (1.5 m MLLW),Fucus distichus,12
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Upper (1.5 m MLLW),Gloiopeltis furcata,32
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,7,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Mid (0.5 m MLLW),Alaria marginata,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Mid (0.5 m MLLW),Fucus distichus,88
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Mid (0.5 m MLLW),Halosaccion glandiforme,24
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Mid (0.5 m MLLW),non-coralline algal crust,20
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),barnacle,12
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),Fucus distichus,36
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),Halosaccion glandiforme,24
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,8,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),Alaria marginata,48
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),barnacle,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),Fucus distichus,36
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),Halosaccion glandiforme,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Mid (0.5 m MLLW),non-coralline algal crust,12
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Upper (1.5 m MLLW),barnacle,92
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Upper (1.5 m MLLW),Endocladia muricata,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Upper (1.5 m MLLW),Fucus distichus,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,9,Upper (1.5 m MLLW),Mytilus trossulus,8
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),Alaria marginata,8
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),bare substrate,12
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),barnacle,36
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),Halosaccion glandiforme,20
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Mid (0.5 m MLLW),non-coralline algal crust,36
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),bare substrate,8
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),barnacle,92
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),Endocladia muricata,8
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),Fucus distichus,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,10,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),Alaria marginata,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),barnacle,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),Fucus distichus,68
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),Halosaccion glandiforme,8
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),non-coralline algal crust,16
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Mid (0.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),barnacle,96
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),Elachista fucicola,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),Fucus distichus,72
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,11,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),Alaria marginata,20
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),Fucus distichus,28
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),Halosaccion glandiforme,24
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Mid (0.5 m MLLW),non-coralline algal crust,24
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),barnacle,96
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),Fucus distichus,40
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),Gloiopeltis furcata,20
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,12,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Mid (0.5 m MLLW),Alaria marginata,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Mid (0.5 m MLLW),Fucus distichus,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Mid (0.5 m MLLW),Halosaccion glandiforme,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Mid (0.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Mid (0.5 m MLLW),Spirorbidae,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),bare substrate,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),barnacle,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Cryptosiphonia woodii,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Endocladia muricata,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Fucus distichus,64
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Leathesia marina,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,1,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Mid (0.5 m MLLW),Alaria marginata,60
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Mid (0.5 m MLLW),Halosaccion glandiforme,48
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Mid (0.5 m MLLW),Spirorbidae,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),bare substrate,28
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),barnacle,32
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Fucus distichus,60
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Gloiopeltis furcata,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,2,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Mid (0.5 m MLLW),Alaria marginata,100
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Mid (0.5 m MLLW),Halosaccion glandiforme,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Mid (0.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Upper (1.5 m MLLW),bare substrate,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Upper (1.5 m MLLW),barnacle,76
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Upper (1.5 m MLLW),Fucus distichus,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,3,Upper (1.5 m MLLW),Mytilus trossulus,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Mid (0.5 m MLLW),Alaria marginata,68
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Mid (0.5 m MLLW),Halosaccion glandiforme,80
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Mid (0.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),bare substrate,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),barnacle,44
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),Fucus distichus,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,4,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),Cryptosiphonia woodii,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),Fucus distichus,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),Halosaccion glandiforme,76
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Mid (0.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Upper (1.5 m MLLW),bare substrate,32
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Upper (1.5 m MLLW),Fucus distichus,48
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,5,Upper (1.5 m MLLW),Gloiopeltis furcata,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Mid (0.5 m MLLW),Alaria marginata,40
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Mid (0.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Mid (0.5 m MLLW),Fucus distichus,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Mid (0.5 m MLLW),Halosaccion glandiforme,44
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Upper (1.5 m MLLW),bare substrate,48
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Upper (1.5 m MLLW),Fucus distichus,40
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,6,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Mid (0.5 m MLLW),Cryptosiphonia woodii,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Mid (0.5 m MLLW),Halosaccion glandiforme,52
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Upper (1.5 m MLLW),bare substrate,52
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Upper (1.5 m MLLW),Fucus distichus,40
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Upper (1.5 m MLLW),Gloiopeltis furcata,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,7,Upper (1.5 m MLLW),Pylaiella littoralis,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Mid (0.5 m MLLW),Fucus distichus,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Mid (0.5 m MLLW),Halosaccion glandiforme,48
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Upper (1.5 m MLLW),bare substrate,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Upper (1.5 m MLLW),barnacle,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Upper (1.5 m MLLW),Fucus distichus,68
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Upper (1.5 m MLLW),Halosaccion glandiforme,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,8,Upper (1.5 m MLLW),Pylaiella littoralis,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),Alaria marginata,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),Fucus distichus,52
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),Halosaccion glandiforme,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Mid (0.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),Anthopleura elegantissima,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),bare substrate,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),barnacle,76
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),Endocladia muricata,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,9,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Mid (0.5 m MLLW),Alaria marginata,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Mid (0.5 m MLLW),Fucus distichus,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Mid (0.5 m MLLW),Halosaccion glandiforme,72
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Upper (1.5 m MLLW),bare substrate,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Upper (1.5 m MLLW),Fucus distichus,64
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Upper (1.5 m MLLW),Gloiopeltis furcata,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,10,Upper (1.5 m MLLW),Pylaiella littoralis,8
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Mid (0.5 m MLLW),Alaria marginata,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Mid (0.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Mid (0.5 m MLLW),Cryptosiphonia woodii,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Mid (0.5 m MLLW),Halosaccion glandiforme,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Upper (1.5 m MLLW),bare substrate,16
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Upper (1.5 m MLLW),Fucus distichus,68
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Upper (1.5 m MLLW),Gloiopeltis furcata,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,11,Upper (1.5 m MLLW),Pylaiella littoralis,24
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),bare substrate,20
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),Fucus distichus,32
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),Halosaccion glandiforme,32
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),non-coralline algal crust,12
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Mid (0.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Upper (1.5 m MLLW),bare substrate,52
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Upper (1.5 m MLLW),Fucus distichus,36
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2010-07-12,2010,12,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),Alaria marginata,8
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),barnacle,12
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),Fucus distichus,28
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),Halosaccion glandiforme,52
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),Pylaiella littoralis,12
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Mid (0.5 m MLLW),Rhodochorton purpureum,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),bare substrate,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),barnacle,76
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),Fucus distichus,76
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,1,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Mid (0.5 m MLLW),Alaria marginata,88
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Mid (0.5 m MLLW),barnacle,24
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Alaria marginata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),barnacle,80
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Fucus distichus,92
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,2,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Alaria marginata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),barnacle,28
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Fucus distichus,68
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Halosaccion glandiforme,52
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Mid (0.5 m MLLW),Rhodochorton purpureum,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),barnacle,96
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania spp.,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),Fucus distichus,48
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),Gloiopeltis furcata,12
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,3,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Mid (0.5 m MLLW),Halosaccion glandiforme,88
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),barnacle,64
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Fucus distichus,60
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Halosaccion glandiforme,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Leathesia marina,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Mytilus trossulus,8
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,4,Upper (1.5 m MLLW),Pylaiella littoralis,4
AKP_B10_RI_03,Kinak Bay,2009-07-07,2009,5,Mid (0.5 m MLLW),Alaria marginata,28
