SiteID,SiteName,SampleDate,Year,Elevation_Position,Quadrat_Num,Valid_Synonym,Lump_Name,SpeciesCount,Points_In_Quad,PercentCover
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),9,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),10,bare substrate,bare substrate,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),10,barnacle,barnacle,8,25,32
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),10,Gloiopeltis furcata,Gloiopeltis furcata,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),10,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,3,25,12
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,bare substrate,bare substrate,3,25,12
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,Devalerea spp.,Devaleraea / Palmaria spp.,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,Fucus distichus,Fucus distichus,5,25,20
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,non-coralline algal crust,non-coralline algal crust,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),11,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,8,25,32
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),12,bare substrate,bare substrate,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),12,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Mid (0.5 m MLLW),12,Fucus distichus,Fucus distichus,19,25,76
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),1,bare substrate,bare substrate,3,25,12
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),1,barnacle,barnacle,13,25,52
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),1,Fucus distichus,Fucus distichus,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),1,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,3,25,12
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),1,Soranthera ulvoidea,Soranthera ulvoidea,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),2,bare substrate,bare substrate,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),2,barnacle,barnacle,22,25,88
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),2,Endocladia muricata,Endocladia muricata,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),2,Mytilus trossulus,Mytilus trossulus,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),3,bare substrate,bare substrate,8,25,32
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),3,Cryptosiphonia woodii,Cryptosiphonia woodii,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),3,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,8,25,32
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),4,bare substrate,bare substrate,20,25,80
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),4,barnacle,barnacle,4,25,16
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),4,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),5,bare substrate,bare substrate,12,25,48
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),5,barnacle,barnacle,4,25,16
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),5,Fucus distichus,Fucus distichus,9,25,36
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),6,bare substrate,bare substrate,18,25,72
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),6,barnacle,barnacle,5,25,20
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),6,Fucus distichus,Fucus distichus,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),6,non-coralline algal crust,non-coralline algal crust,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),7,bare substrate,bare substrate,16,25,64
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),7,barnacle,barnacle,7,25,28
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),7,Boreophyllum / Pyropia / Wildemania spp.,Boreophyllum / Pyropia / Wildemania spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),8,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),8,Cryptosiphonia woodii,Cryptosiphonia woodii,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),8,Halosaccion glandiforme,Halosaccion glandiforme,6,25,24
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),8,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),9,bare substrate,bare substrate,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),9,barnacle,barnacle,21,25,84
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),9,Endocladia muricata,Endocladia muricata,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,bare substrate,bare substrate,3,25,12
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,Boreophyllum / Pyropia / Wildemania spp.,Boreophyllum / Pyropia / Wildemania spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,Devalerea spp.,Devaleraea / Palmaria spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,Fucus distichus,Fucus distichus,17,25,68
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),10,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),11,bare substrate,bare substrate,6,25,24
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),11,barnacle,barnacle,8,25,32
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),11,Fucus distichus,Fucus distichus,5,25,20
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),11,Polyostea / Polysiphonia spp.,Polyostea / Polysiphonia spp.,2,25,8
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),12,bare substrate,bare substrate,7,25,28
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),12,barnacle,barnacle,11,25,44
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),12,Fucus distichus,Fucus distichus,4,25,16
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,Upper (1.5 m MLLW),12,Gloiopeltis furcata,Gloiopeltis furcata,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),1,bare substrate,bare substrate,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),1,Mytilus trossulus,Mytilus trossulus,14,25,56
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),2,bare substrate,bare substrate,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),2,Mytilus trossulus,Mytilus trossulus,17,25,68
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),3,bare substrate,bare substrate,9,25,36
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),3,Mytilus trossulus,Mytilus trossulus,16,25,64
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),4,bare substrate,bare substrate,14,25,56
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),4,Mytilus trossulus,Mytilus trossulus,6,25,24
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),5,bare substrate,bare substrate,13,25,52
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),5,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),5,Mytilus trossulus,Mytilus trossulus,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),6,bare substrate,bare substrate,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),6,Fucus distichus,Fucus distichus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),6,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),6,Mytilus trossulus,Mytilus trossulus,15,25,60
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),7,Alaria marginata,Alaria marginata,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),7,bare substrate,bare substrate,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),7,Cryptosiphonia woodii,Cryptosiphonia woodii,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),7,Fucus distichus,Fucus distichus,5,25,20
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),7,non-coralline algal crust,non-coralline algal crust,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),8,Alaria marginata,Alaria marginata,3,25,12
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),8,bare substrate,bare substrate,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),8,Fucus distichus,Fucus distichus,16,25,64
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),8,Halosaccion glandiforme,Halosaccion glandiforme,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),9,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),9,Mytilus trossulus,Mytilus trossulus,10,25,40
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),9,Soranthera ulvoidea,Soranthera ulvoidea,7,25,28
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),10,Alaria marginata,Alaria marginata,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),10,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),10,Dictyosiphon foeniculaceus,Dictyosiphon foeniculaceus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),10,Fucus distichus,Fucus distichus,3,25,12
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),10,Mytilus trossulus,Mytilus trossulus,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),11,Boreophyllum / Pyropia / Wildemania spp.,Boreophyllum / Pyropia / Wildemania spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),11,Elachista fucicola,Elachista spp.,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),11,Fucus distichus,Fucus distichus,15,25,60
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),12,Alaria marginata,Alaria marginata,16,25,64
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Mid (0.5 m MLLW),12,Fucus distichus,Fucus distichus,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),1,bare substrate,bare substrate,6,25,24
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),1,barnacle,barnacle,4,25,16
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),1,Fucus distichus,Fucus distichus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),1,Mytilus trossulus,Mytilus trossulus,9,25,36
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),1,Soranthera ulvoidea,Soranthera ulvoidea,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),2,bare substrate,bare substrate,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),2,barnacle,barnacle,3,25,12
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),2,Mytilus trossulus,Mytilus trossulus,19,25,76
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),3,bare substrate,bare substrate,9,25,36
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),3,barnacle,barnacle,6,25,24
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),3,Gloiopeltis furcata,Gloiopeltis furcata,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),3,Mytilus trossulus,Mytilus trossulus,9,25,36
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),4,bare substrate,bare substrate,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),4,barnacle,barnacle,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),4,Fucus distichus,Fucus distichus,11,25,44
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),4,Mytilus trossulus,Mytilus trossulus,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),5,bare substrate,bare substrate,15,25,60
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),5,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),5,Fucus distichus,Fucus distichus,4,25,16
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),5,Gloiopeltis furcata,Gloiopeltis furcata,4,25,16
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),5,Mytilus trossulus,Mytilus trossulus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),6,bare substrate,bare substrate,11,25,44
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),6,Fucus distichus,Fucus distichus,13,25,52
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),6,Mytilus trossulus,Mytilus trossulus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),7,bare substrate,bare substrate,18,25,72
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),7,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),7,Gloiopeltis furcata,Gloiopeltis furcata,4,25,16
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),8,Fucus distichus,Fucus distichus,24,25,96
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),8,Mytilus trossulus,Mytilus trossulus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),9,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),9,Fucus distichus,Fucus distichus,18,25,72
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),9,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),9,Soranthera ulvoidea,Soranthera ulvoidea,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),10,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),10,Fucus distichus,Fucus distichus,20,25,80
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),10,Gloiopeltis furcata,Gloiopeltis furcata,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),10,Mytilus trossulus,Mytilus trossulus,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),11,bare substrate,bare substrate,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),11,barnacle,barnacle,5,25,20
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),11,Fucus distichus,Fucus distichus,8,25,32
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),11,Mytilus trossulus,Mytilus trossulus,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),11,Pylaiella littoralis,Pylaiella littoralis,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),12,bare substrate,bare substrate,13,25,52
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),12,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),12,Fucus distichus,Fucus distichus,6,25,24
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),12,Mytilus trossulus,Mytilus trossulus,1,25,4
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,Upper (1.5 m MLLW),12,Pylaiella littoralis,Pylaiella littoralis,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),1,Alaria marginata,Alaria marginata,10,25,40
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),1,bare substrate,bare substrate,9,25,36
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),1,Fucus distichus,Fucus distichus,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),2,bare substrate,bare substrate,13,25,52
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),2,barnacle,barnacle,9,25,36
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),2,Fucus distichus,Fucus distichus,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),3,Alaria marginata,Alaria marginata,18,25,72
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),3,bare substrate,bare substrate,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),3,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),4,Alaria marginata,Alaria marginata,16,25,64
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),4,bare substrate,bare substrate,4,25,16
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),4,Fucus distichus,Fucus distichus,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),5,bare substrate,bare substrate,15,25,60
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),6,bare substrate,bare substrate,5,25,20
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),6,Fucus distichus,Fucus distichus,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),6,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),6,Soranthera ulvoidea,Soranthera ulvoidea,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),7,Alaria marginata,Alaria marginata,4,25,16
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),7,Cryptosiphonia woodii,Cryptosiphonia woodii,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),7,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),8,Alaria marginata,Alaria marginata,4,25,16
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),8,bare substrate,bare substrate,11,25,44
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),8,non-coralline algal crust,non-coralline algal crust,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),9,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),9,Soranthera ulvoidea,Soranthera ulvoidea,3,25,12
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),10,bare substrate,bare substrate,3,25,12
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),10,Cryptosiphonia woodii,Cryptosiphonia woodii,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),10,Fucus distichus,Fucus distichus,4,25,16
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),10,Halosaccion glandiforme,Halosaccion glandiforme,3,25,12
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),10,Soranthera ulvoidea,Soranthera ulvoidea,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),11,Alaria marginata,Alaria marginata,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),11,bare substrate,bare substrate,12,25,48
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),11,Fucus distichus,Fucus distichus,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),11,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),12,Alaria marginata,Alaria marginata,7,25,28
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Mid (0.5 m MLLW),12,Halosaccion glandiforme,Halosaccion glandiforme,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),1,bare substrate,bare substrate,3,25,12
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),1,barnacle,barnacle,6,25,24
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),1,Mytilus trossulus,Mytilus trossulus,15,25,60
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),1,non-coralline algal crust,non-coralline algal crust,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),2,bare substrate,bare substrate,6,25,24
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),2,Endocladia muricata,Endocladia muricata,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),2,Mytilus trossulus,Mytilus trossulus,17,25,68
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),3,bare substrate,bare substrate,12,25,48
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),3,Gloiopeltis furcata,Gloiopeltis furcata,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),3,Mytilus trossulus,Mytilus trossulus,7,25,28
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),4,bare substrate,bare substrate,7,25,28
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),4,barnacle,barnacle,1,25,4
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),4,Endocladia muricata,Endocladia muricata,5,25,20
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),4,Fucus distichus,Fucus distichus,5,25,20
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),4,Mytilus trossulus,Mytilus trossulus,7,25,28
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),5,bare substrate,bare substrate,23,25,92
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),5,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),6,bare substrate,bare substrate,10,25,40
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),6,barnacle,barnacle,2,25,8
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,Upper (1.5 m MLLW),6,Fucus distichus,Fucus distichus,13,25,52
