Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,Size
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,4,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,34
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,33
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,33
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,5,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,6,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,7,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,37
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,33
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,36
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,34
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,34
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,8,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,9,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,37
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,28
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,35
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,39
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,30
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,32
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,34
AKP,10,KATM,AKP_B10_MI_05,Takli,7/15/2018,2018,10,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,26
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,27
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,22
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,25
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,20
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,29
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,2,23
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,31
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,24
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,21
AKP,10,KATM,AKP_B10_MI_05,Takli,7/4/2019,2019,3,23
