Year,Date,Region,Site,latitude,longitude,Stratum,Replicate,Quadrat(m2),Field ID,AphiaID_accepted,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Species,Synonymized name,#counts
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,1,1,Leptasterias hexactis,369197,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,9,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,2,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,23
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,2,1,Triopha catalinae,531258,Triopha catalinae,Animalia,Mollusca,Gastropoda,Nudibranchia,Poyceridae,Triopha,catalinae,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,19
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,3,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,5,1,Leptasterias hexactis,369199,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,7
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,6,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,1,Leptasterias hexactis,369198,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,3
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,8,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/7/2016,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,1,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,2,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,2,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,2,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,2,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,6
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,4,1,Mopalia sp.,385567,Mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,n/a,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,4,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,12
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,5,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,11
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,5,1,Solaster sp.,123338,Solaster,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,n/a,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,7,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,9
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,7,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,5
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,7,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,8,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,23
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,8,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,11
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,19
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,9,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,7
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,9,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,5
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,10,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,28
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,10,1,Mopalia sp.,385567,Mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,n/a,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,10,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,8
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m,10,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,5,1,Metridium senile,100982,Metridium senile,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,senile,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,5,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,6,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,7,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,8,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,8,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,9,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,10,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,4,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,23
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,37
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,6,1,Strongylocentrotus droebachiensis,124321,Strongylocentrotus droebachiensis,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,droebachiensis,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,6,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,7,1,Anthopleura artemisia,283337,Anthopleura artemisia,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,n/a,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,12
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,7,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,24
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,8,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,7
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,8,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,1,Evasterias troschelii,255040,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,troschelii,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,36
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,11
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,7
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,12
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,10,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,13
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,2,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,4,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,19
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,4,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,4
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,3
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,12
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,7
2016,5/4/2016,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,10,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,6
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,1,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,2
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,2,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,2,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,2,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,3,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,4,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,5,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,5,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,5,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,2
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,6,1,Henricia leviuscula,369117,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,leviuscula,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,6,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,5
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,6,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,6,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,3
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,7,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,16
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,7,1,Leptasterias hexactis,369201,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,hexactis,n/a,3
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,8,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,17
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,8,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,9,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,9,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,3
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,-1 m,10,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,High,10,1,Nucella sp.,138199,Nucella,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,n/a,n/a,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,Low,1,1,Katharina tunicata,386338,Katharina tunicata,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,tunicata,n/a,2
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,Low,1,1,Tectura sp.,138142,Tectura,Animalia,Mollusca,Gastropoda,Patellogastropoda ,Lottiidae,Tectura,n/a,Lottia,1
2016,5/6/2016,Kachemak Bay,Outside Beach,59.473611,-151.7094,Low,1,1,Urticina crassicornis,100832,Urticina crassicornis,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,crassicornis,n/a,1
