Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,TransectNumber,NumberPrimaryCores,PrimaryMusselCount,NumberAdditionalCores,AdditionalMusselCount
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,2,1,3,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,3,1,0,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,4,1,3,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,5,1,2,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,6,1,11,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,7,1,4,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,8,1,8,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,9,1,2,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2012,2012,10,1,0,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,1,1,0,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,2,1,7,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,3,1,0,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,4,1,9,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,5,1,1,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,6,1,6,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,7,1,0,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,8,1,9,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,9,1,27,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/8/2013,2013,10,1,10,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,1,1,0,1,24
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,2,1,32,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,3,1,0,3,8
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,4,1,13,1,77
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,5,1,11,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,6,1,176,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,7,1,111,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,8,1,227,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,9,1,84,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2014,2014,10,1,1,2,15
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,1,1,21,1,11
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,2,1,2,1,39
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,3,1,9,2,12
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,4,1,36,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,5,1,44,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,6,1,32,1,141
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,7,1,21,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,8,1,79,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,9,1,26,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2015,2015,10,1,33,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,1,1,1,5,21
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,2,1,7,3,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,3,1,2,8,25
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,4,1,11,1,12
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,5,1,61,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,6,1,0,8,6
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,7,1,31,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,8,1,0,8,19
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,9,1,18,1,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/3/2016,2016,10,1,0,8,20
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,1,1,6,3,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,2,1,0,8,1
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,3,1,0,5,11
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,4,1,6,3,27
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,5,1,0,8,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,6,1,6,2,15
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,7,1,19,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,8,1,13,1,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,9,1,12,3,13
AKP,10,KATM,AKP_B10_MI_03,Kinak,6/24/2017,2017,10,1,12,4,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,1,1,12,2,17
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,2,1,12,2,20
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,3,1,0,3,49
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,4,1,14,4,19
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,5,1,34,3,17
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,6,1,8,2,210
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,7,1,10,1,31
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,8,1,138,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,9,1,131,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/13/2018,2018,10,1,113,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,1,1,2,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,2,1,5,3,20
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,3,1,0,3,17
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,4,1,0,7,29
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,5,1,51,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,6,1,10,2,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,7,1,82,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,8,1,61,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,9,1,33,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/6/2019,2019,10,1,5,8,6
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,1,1,0,8,12
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,2,1,0,8,11
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,3,1,3,8,15
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,4,1,10,1,6
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,5,1,0,6,16
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,6,1,13,1,9
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,7,1,7,1,11
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,8,1,33,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,9,1,13,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/11/2021,2021,10,1,4,3,8
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,1,1,0,8,3
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,2,1,0,2,18
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,3,1,5,8,15
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,4,1,32,1,12
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,5,1,67,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,6,1,0,7,14
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,7,1,27,2,103
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,8,1,26,3,69
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,9,1,49,0,.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,10,1,17,1,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,1,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,2,1,15,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,3,1,11,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,4,1,1,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,5,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,6,1,1,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,7,1,27,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,8,1,4,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,9,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,10,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,1,1,12,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,2,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,3,1,4,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,4,1,57,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,5,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,6,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,7,1,2,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,8,1,17,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,9,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,10,1,17,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,1,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,2,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,3,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,4,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,5,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,6,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,7,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,8,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,9,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,10,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,1,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,2,1,8,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,3,1,10,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,4,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,5,1,14,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,6,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,7,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,8,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,9,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,10,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,1,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,2,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,3,1,3,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,4,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,5,1,1,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,6,1,0,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,7,1,1,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,8,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,9,1,41,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,10,1,8,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,1,1,0,2,42
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,2,1,0,7,17
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,3,1,0,7,7
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,4,1,0,7,14
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,5,1,18,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,6,1,0,4,15
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,7,1,0,1,16
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,8,1,7,5,18
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,9,1,0,4,28
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,10,1,0,7,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,1,1,0,8,29
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,2,1,0,8,3
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,3,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,4,1,17,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,5,1,27,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,6,1,6,1,39
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,7,1,0,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,8,0,.,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,9,1,13,4,17
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,10,1,8,2,26
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,1,1,12,8,15
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,2,1,0,8,11
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,3,1,52,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,4,1,1,8,5
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,5,1,2,2,39
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,6,1,0,4,47
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,7,1,9,2,32
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,8,1,0,4,39
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,9,1,0,8,4
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,10,1,0,7,27
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,1,1,0,5,50
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,2,1,0,3,69
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,3,1,8,2,46
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,4,1,0,7,45
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,5,1,42,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,6,1,0,8,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,7,1,29,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,8,1,1,4,47
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,9,1,1,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,10,1,0,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,1,1,113,1,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,2,1,1,3,27
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,3,1,94,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,4,1,45,1,51
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,5,1,0,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,6,1,119,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,7,1,61,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,8,1,13,1,41
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,9,1,73,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,10,1,102,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,1,1,34,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,2,1,0,6,13
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,3,1,0,8,9
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,4,1,0,8,12
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,5,1,0,4,88
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,6,1,24,1,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,7,1,0,3,49
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,8,1,4,6,42
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,9,1,34,0,.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,10,1,6,1,24
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,1,1,1,1,63
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,2,1,0,1,61
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,3,1,1,8,45
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,4,1,16,1,67
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,5,1,0,8,45
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,6,1,0,2,58
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,7,1,5,1,70
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,8,1,6,8,22
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,9,1,0,8,58
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,10,1,0,3,60
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,1,1,0,1,39
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,2,1,24,1,23
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,3,1,0,8,7
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,4,1,2,8,28
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,5,1,0,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,6,1,0,8,28
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,7,1,6,4,64
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,8,1,0,8,9
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,9,1,0,8,0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/15/2022,2022,10,1,0,8,15
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,1,1,3,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,2,1,25,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,3,1,31,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,4,1,10,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,5,1,28,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,6,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,7,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,8,1,69,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,9,1,123,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2008,2008,10,1,65,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,1,1,33,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,2,1,56,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,3,1,4,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,4,1,32,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,5,1,30,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,6,1,37,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,7,1,18,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,8,1,16,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,9,1,56,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/6/2009,2009,10,1,14,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,1,1,62,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,2,1,114,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,3,1,87,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,4,0,.,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,5,1,85,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,6,1,17,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,7,1,61,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,8,1,16,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,9,1,94,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/11/2010,2010,10,1,22,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,1,1,79,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,2,1,2,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,3,1,58,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,4,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,5,1,32,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,6,1,96,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,7,1,3,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,8,1,23,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,9,1,63,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/1/2012,2012,10,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,1,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,2,1,3,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,3,1,5,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,4,1,9,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,5,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,6,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,7,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,8,1,5,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,9,1,0,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/5/2013,2013,10,1,5,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,1,1,30,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,2,1,18,1,16
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,3,1,0,2,42
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,4,1,0,1,79
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,5,1,87,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,6,1,68,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,7,1,83,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,8,1,51,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,9,1,164,0,.
AKP,10,KATM,AKP_B10_MI_05,Takli,7/12/2014,2014,10,1,0,2,85
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,1,1,0,4,22
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,2,1,6,1,20
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,3,1,0,8,2
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,4,1,7,1,5
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,5,1,0,8,6
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,6,1,26,1,2
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,7,1,13,1,48
AKP,10,KATM,AKP_B10_MI_05,Takli,6/30/2015,2015,8,1,90,0,.
