 Year,Date (YYYY-MM-DD), Region, Site,Latitude,Longitude, Quadrat (m2), Replicate, length (mm), frequency
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,28,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,29,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,30,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,31,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,32,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,33,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,34,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,35,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,36,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,37,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,38,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,3,39,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,1,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,2,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,3,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,4,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,5,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,6,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,7,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,8,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,9,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,10,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,11,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,12,9
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,13,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,14,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,15,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,16,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,17,16
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,18,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,19,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,20,13
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,21,12
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,22,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,23,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,24,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,25,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,26,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,27,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,28,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,29,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,4,30,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,1,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,2,17
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,3,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,4,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,5,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,6,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,7,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,8,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,9,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,10,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,11,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,12,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,13,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,14,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,15,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,16,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,17,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,18,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,19,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,20,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,21,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,22,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,23,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,24,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,25,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,26,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,27,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,28,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,29,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,30,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,31,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,32,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,33,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,5,34,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,1,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,2,35
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,3,36
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,4,51
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,5,86
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,6,32
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,7,39
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,8,22
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,9,31
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,10,39
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,11,42
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,12,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,13,53
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,14,37
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,15,64
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,16,31
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,17,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,18,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,19,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,20,31
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,21,25
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,22,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,23,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,24,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,25,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,26,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,27,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,28,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,29,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,30,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,6,31,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,1,12
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,2,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,3,43
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,4,40
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,5,47
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,6,47
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,7,48
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,8,36
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,9,24
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,10,51
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,11,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,12,51
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,13,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,14,48
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,15,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,16,35
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,17,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,18,39
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,19,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,20,24
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,21,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,22,31
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,23,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,24,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,25,12
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,26,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,27,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,28,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,29,7
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,30,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,31,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,32,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,33,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,34,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,35,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,36,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,37,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,38,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,39,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,40,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,41,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,7,42,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,1,364
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,2,143
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,3,88
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,4,95
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,5,123
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,6,96
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,7,47
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,8,48
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,9,47
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,10,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,11,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,12,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,13,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,14,27
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,15,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,16,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,17,23
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,18,23
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,19,16
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,20,23
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,21,23
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,22,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,23,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,24,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,25,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,26,9
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,27,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,28,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,29,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,30,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,31,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,32,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,33,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,34,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,35,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,36,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,37,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,38,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,8,39,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,1,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,2,37
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,3,53
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,4,61
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,5,53
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,6,41
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,7,28
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,8,16
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,9,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,10,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,11,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,12,13
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,13,13
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,14,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,15,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,16,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,17,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,18,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,19,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,20,15
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,21,16
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,22,19
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,23,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,24,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,25,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,26,11
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,27,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,28,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,29,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,30,5
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,31,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,32,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,33,1
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,34,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,9,35,3
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,1,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,2,12
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,3,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,4,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,5,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,6,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,7,70
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,8,68
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,9,52
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,10,48
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,11,48
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,12,16
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,13,54
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,14,42
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,15,22
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,16,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,17,24
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,18,26
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,19,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,20,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,21,18
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,22,22
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,23,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,24,22
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,25,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,26,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,27,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,28,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,29,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,30,14
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,31,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,32,8
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,33,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,34,6
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,35,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,36,4
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,37,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,38,2
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,39,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,40,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,41,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,42,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547,-151.514,0.0625,10,43,2
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,1,6
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,2,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,3,11
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,4,14
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,5,14
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,6,2
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,7,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,8,6
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,9,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,10,15
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,11,11
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,12,10
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,13,14
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,14,14
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,15,16
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,16,8
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,17,10
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,18,9
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,19,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,20,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,21,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,22,3
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,23,2
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,24,3
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,25,2
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,1,26,1
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,1,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,2,7
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,3,6
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,4,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,5,1
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,6,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,7,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,8,4
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,9,5
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,10,2
2015,4/18/2015,Kachemak Bay,Outside Beach,59.465,-151.709,0.0625,2,11,0
