SiteID,SiteName,SampleDate,Year,Transect_Width_m,Transect_Length_m,Species,Count,Density_individual200SqM,Density_Healthy,Density_Diseased
AKP_B10_RI_03,Kinak Bay,2012-07-03,2012,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Evasterias troschelii,16,16,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Pycnopodia helianthoides,2,2,.,.
AKP_B10_RI_03,Kinak Bay,2013-07-08,2013,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Dermasterias imbricata,10,10,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Pycnopodia helianthoides,27,27,.,.
AKP_B10_RI_03,Kinak Bay,2014-07-13,2014,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Dermasterias imbricata,4,4,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Evasterias troschelii,4,4,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Pycnopodia helianthoides,17,17,.,.
AKP_B10_RI_03,Kinak Bay,2015-07-03,2015,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Dermasterias imbricata,10,10,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Evasterias troschelii,3,3,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Pycnopodia helianthoides,12,12,.,.
AKP_B10_RI_03,Kinak Bay,2016-07-03,2016,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Dermasterias imbricata,3,3,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Evasterias troschelii,1,1,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2017-06-24,2017,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Dermasterias imbricata,7,7,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Evasterias troschelii,3,3,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2018-07-13,2018,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Evasterias troschelii,19,19,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Pycnopodia helianthoides,11,11,.,.
AKP_B10_RI_03,Kinak Bay,2019-07-06,2019,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Dermasterias imbricata,1,1,1,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Evasterias troschelii,107,107,107,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Orthasterias koehleri,1,1,1,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Pycnopodia helianthoides,21,21,21,0
AKP_B10_RI_03,Kinak Bay,2021-07-11,2021,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Evasterias troschelii,77,77,77,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Pisaster ochraceus,2,2,2,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Pycnopodia helianthoides,11,11,11,0
AKP_B10_RI_03,Kinak Bay,2022-07-17,2022,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Evasterias troschelii,23,23,23,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Pisaster ochraceus,0,0,0,0
AKP_B10_RI_03,Kinak Bay,2023-07-06,2023,4,50,Pycnopodia helianthoides,7,7,6,1
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Evasterias troschelii,9,4.5,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Pisaster ochraceus,13,6.5,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Pycnopodia helianthoides,1,0.5,.,.
AKP_B10_RI_04,Amalik Bay,2006-06-26,2006,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Evasterias troschelii,12,6,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Pisaster ochraceus,32,16,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Pycnopodia helianthoides,4,2,.,.
AKP_B10_RI_04,Amalik Bay,2008-07-01,2008,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Evasterias troschelii,19,19,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Pisaster ochraceus,28,28,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Pycnopodia helianthoides,14,14,.,.
AKP_B10_RI_04,Amalik Bay,2009-07-08,2009,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Evasterias troschelii,12,12,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Pisaster ochraceus,33,33,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Pycnopodia helianthoides,4,4,.,.
AKP_B10_RI_04,Amalik Bay,2010-07-10,2010,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Evasterias troschelii,85,85,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Pisaster ochraceus,31,31,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Pycnopodia helianthoides,9,9,.,.
AKP_B10_RI_04,Amalik Bay,2012-07-02,2012,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Evasterias troschelii,76,76,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Pisaster ochraceus,25,25,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Pycnopodia helianthoides,3,3,.,.
AKP_B10_RI_04,Amalik Bay,2013-07-07,2013,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Evasterias troschelii,36,36,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Pisaster ochraceus,23,23,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Pycnopodia helianthoides,10,10,.,.
AKP_B10_RI_04,Amalik Bay,2014-07-11,2014,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Dermasterias imbricata,1,1,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Evasterias troschelii,36,36,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Orthasterias koehleri,3,3,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Pisaster ochraceus,14,14,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Pycnopodia helianthoides,14,14,.,.
AKP_B10_RI_04,Amalik Bay,2015-07-01,2015,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Evasterias troschelii,9,9,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Pisaster ochraceus,28,28,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Pycnopodia helianthoides,12,12,.,.
AKP_B10_RI_04,Amalik Bay,2016-07-02,2016,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Pisaster ochraceus,3,3,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2017-06-22,2017,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2018-07-14,2018,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Evasterias troschelii,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2019-07-04,2019,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Evasterias troschelii,1,1,1,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Pisaster ochraceus,72,72,72,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2021-07-09,2021,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Evasterias troschelii,3,3,3,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Pisaster ochraceus,84,84,83,1
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2022-07-15,2022,4,50,Solaster spp.,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Dermasterias imbricata,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Evasterias troschelii,7,7,7,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Henricia leviuscula,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Mediaster aequalis,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Orthasterias koehleri,0,0,0,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Pisaster ochraceus,138,138,138,0
AKP_B10_RI_04,Amalik Bay,2023-07-04,2023,4,50,Pycnopodia helianthoides,0,0,0,0
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Evasterias troschelii,10,5,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_05,Takli Island,2006-06-27,2006,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Evasterias troschelii,10,5,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_05,Takli Island,2008-06-30,2008,4,100,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Evasterias troschelii,18,18,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_05,Takli Island,2009-07-06,2009,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Evasterias troschelii,43,43,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Pycnopodia helianthoides,0,0,.,.
AKP_B10_RI_05,Takli Island,2010-07-11,2010,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Evasterias troschelii,7,7,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Pycnopodia helianthoides,2,2,.,.
AKP_B10_RI_05,Takli Island,2012-07-04,2012,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Evasterias troschelii,15,15,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Pycnopodia helianthoides,1,1,.,.
AKP_B10_RI_05,Takli Island,2013-07-06,2013,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Evasterias troschelii,24,24,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Pycnopodia helianthoides,4,4,.,.
AKP_B10_RI_05,Takli Island,2014-07-12,2014,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Evasterias troschelii,60,60,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Mediaster aequalis,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Orthasterias koehleri,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Pisaster ochraceus,0,0,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Pycnopodia helianthoides,3,3,.,.
AKP_B10_RI_05,Takli Island,2015-07-02,2015,4,50,Solaster spp.,0,0,.,.
AKP_B10_RI_05,Takli Island,2016-07-04,2016,4,50,Dermasterias imbricata,0,0,.,.
AKP_B10_RI_05,Takli Island,2016-07-04,2016,4,50,Evasterias troschelii,3,3,.,.
AKP_B10_RI_05,Takli Island,2016-07-04,2016,4,50,Henricia leviuscula,0,0,.,.
AKP_B10_RI_05,Takli Island,2016-07-04,2016,4,50,Mediaster aequalis,0,0,.,.
