Year,Date(YYYY-MM-DD),Region,Site,latitude,longitude,Stratum,Replicate,SubstrateType,PercentCover(%)
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,9,boulder,20
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,10,boulder,10
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,1,boulder,60
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,2,boulder,10
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,3,boulder,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,4,boulder,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,5,boulder,40
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,6,boulder,70
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,7,boulder,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,8,boulder,80
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,9,boulder,0
2014,5/1/2014,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,10,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,1,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,2,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,3,boulder,40
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,4,boulder,70
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,5,boulder,90
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,6,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,7,boulder,70
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,8,boulder,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,9,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,10,boulder,30
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,1,boulder,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,2,boulder,40
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,3,boulder,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,4,boulder,80
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,5,boulder,80
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,6,boulder,90
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,7,boulder,80
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,8,boulder,70
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,9,boulder,80
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,10,boulder,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,1,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,2,boulder,30
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,3,boulder,60
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,4,boulder,30
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,5,boulder,0
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,6,boulder,60
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,7,boulder,10
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,8,boulder,60
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,9,boulder,50
2014,4/30/2014,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,10,boulder,30
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,1,boulder,n/a
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,2,boulder,50
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,3,boulder,35
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,4,boulder,55
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,5,boulder,50
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,6,boulder,85
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,7,boulder,65
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,8,boulder,59
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,9,boulder,60
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,10,boulder,80
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,1,boulder,20
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,2,boulder,25
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,3,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,4,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,5,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,6,boulder,2
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,7,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,8,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,9,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,10,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,1,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,2,boulder,42
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,3,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,4,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,5,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,6,boulder,40
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,7,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,8,boulder,20
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,9,boulder,0
2014,4/30/2014,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Low,10,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,1,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,2,boulder,20
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,3,boulder,30
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,4,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,5,boulder,55
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,6,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,7,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,8,boulder,0
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,9,boulder,50
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,High,10,boulder,30
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,1,boulder,80
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,2,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,3,boulder,97
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,4,boulder,95
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,5,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,6,boulder,80
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,7,boulder,75
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,8,boulder,10
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,9,boulder,40
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Mid,10,boulder,50
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,1,boulder,85
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,2,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,3,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,4,boulder,80
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,5,boulder,85
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,6,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,7,boulder,50
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,8,boulder,60
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,9,boulder,75
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,Low,10,boulder,20
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,1,boulder,85
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,2,boulder,80
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,3,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,4,boulder,95
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,5,boulder,88
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,6,boulder,60
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,7,boulder,90
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,8,boulder,85
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,9,boulder,80
2014,4/29/2014,Kachemak Bay,Port Graham,59.373333,-151.894167,-1 m stratum,10,boulder,90
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,1,boulder,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,2,boulder,20
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,3,boulder,5
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,4,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,5,boulder,75
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,6,boulder,20
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,7,boulder,40
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,8,boulder,75
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,9,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,High,10,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,1,boulder,40
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,2,boulder,10
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,3,boulder,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,4,boulder,35
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,5,boulder,30
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,6,boulder,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,7,boulder,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,8,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,9,boulder,90
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Mid,10,boulder,0
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,1,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,2,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,3,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,4,boulder,90
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,5,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,6,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,7,boulder,25
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,8,boulder,5
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,9,boulder,80
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,Low,10,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,1,boulder,60
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,2,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,3,boulder,70
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,4,boulder,70
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,5,boulder,10
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,6,boulder,75
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,7,boulder,20
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,8,boulder,50
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,9,boulder,40
2014,4/28/2014,Kachemak Bay,Outside Beach,59.473611,-151.894167,-1 m stratum,10,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,1,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,2,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,3,boulder,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,4,boulder,65
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,5,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,6,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,7,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,8,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,9,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,High,10,boulder,95
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,1,boulder,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,2,boulder,90
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,3,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,4,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,5,boulder,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,6,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,7,boulder,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,8,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,9,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Mid,10,boulder,10
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,1,boulder,50
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,2,boulder,70
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,3,boulder,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,4,boulder,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,5,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,6,boulder,25
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,7,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,8,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,9,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,Low,10,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,1,boulder,20
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,2,boulder,60
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,3,boulder,45
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,4,boulder,50
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,5,boulder,35
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,6,boulder,80
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,7,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,8,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,9,boulder,0
2015,5/7/2015,Kachemak Bay,Elephant Island,59.547222,-151.513889,-1 m stratum,10,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,1,boulder,60
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,2,boulder,80
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,3,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,4,boulder,10
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,5,boulder,15
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,6,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,7,boulder,5
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,8,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,9,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,High,10,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,1,boulder,70
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,2,boulder,65
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,3,boulder,24
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,4,boulder,90
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,5,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,6,boulder,10
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,7,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,8,boulder,25
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,9,boulder,50
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Mid,10,boulder,50
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,1,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,2,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,3,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,4,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,5,boulder,8
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,6,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,7,boulder,60
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,8,boulder,100
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,9,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,Low,10,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,1,boulder,50
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,2,boulder,70
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,3,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,4,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,5,boulder,5
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,6,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,7,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,8,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,9,boulder,0
2015,5/6/2015,Kachemak Bay,Cohen Island,59.539133,-151.47695,-1 m stratum,10,boulder,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,1,boulder,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,2,boulder,70
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,3,boulder,25
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,4,boulder,10
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,5,boulder,75
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,6,boulder,35
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,7,boulder,60
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,8,boulder,65
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,9,boulder,20
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,High,10,boulder,20
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,1,boulder,90
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,2,boulder,70
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,3,boulder,65
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,4,boulder,50
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,5,boulder,90
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,6,boulder,85
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,7,boulder,75
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,8,boulder,85
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,9,boulder,90
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Mid,10,boulder,70
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,1,boulder,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,2,boulder,30
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,3,boulder,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,4,boulder,50
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,5,boulder,25
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,6,boulder,75
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,7,boulder,0
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,8,boulder,60
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,9,boulder,55
2015,5/5/2015,Kachemak Bay,Bluff Point,59.6567,-151.671167,Low,10,boulder,75
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,1,boulder,80
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,2,boulder,60
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,3,boulder,60
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,4,boulder,90
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,5,boulder,40
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,6,boulder,50
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,7,boulder,45
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,8,boulder,n/d
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,9,boulder,45
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,High,10,boulder,20
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,1,boulder,0
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,2,boulder,40
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,3,boulder,0
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,4,boulder,0
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,5,boulder,45
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,6,boulder,20
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,7,boulder,35
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,8,boulder,0
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,9,boulder,0
2015,5/5/2015,Kachemak Bay,Bishop's Beach,59.642783,-151.601783,Mid,10,boulder,0
2015,5/4/2015,Kachemak Bay,Port Graham,59.373333,-151.894167,High,1,boulder,0
2015,5/4/2015,Kachemak Bay,Port Graham,59.373333,-151.894167,High,2,boulder,0
