SiteID,SiteName,SampleDate,Year,Species,Size_mm,Diseased_State,Comments
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,125,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,130,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,107,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,100,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,124,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,112,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,172,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,154,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,90,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,157,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,70,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,120,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,75,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,70,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,88,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,58,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,71,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,52,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,45,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,54,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,90,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,64,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,73,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,85,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,72,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,55,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,43,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,50,H,
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Pycnopodia helianthoides,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,107,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,65,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,78,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,104,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,86,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,128,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,80,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,85,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,67,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,83,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,62,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,76,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,66,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,70,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,50,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,80,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,53,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,124,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,56,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,99,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,46,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,54,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Dermasterias imbricata,37,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,123,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,70,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,80,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,136,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,65,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,105,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,95,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,80,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,59,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,69,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,84,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,100,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,70,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,94,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,75,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,118,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,78,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,115,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,120,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,74,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Evasterias troschelii,80,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Orthasterias koehleri,131,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,75,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,115,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,85,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,112,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,96,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,112,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,77,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,127,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,124,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,122,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,73,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,121,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,107,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,79,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,112,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,117,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,158,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,118,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,138,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,132,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,124,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,115,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pisaster ochraceus,127,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,48,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,50,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,85,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,60,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,35,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,58,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,49,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,40,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,100,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,64,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,92,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,90,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,60,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,45,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,72,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,60,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,65,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,63,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,72,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,55,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,48,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,60,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,70,H,
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Pycnopodia helianthoides,98,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,110,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,130,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,170,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,100,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,120,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,100,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,30,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Dermasterias imbricata,150,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Evasterias troschelii,90,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Evasterias troschelii,80,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Evasterias troschelii,80,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Evasterias troschelii,70,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,140,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,130,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,190,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,80,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,80,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,50,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,60,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,110,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,140,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,100,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,70,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,90,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,140,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,130,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,100,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,190,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pisaster ochraceus,180,H,
KEP_B05_RI_02,McCarty Fjord,2021-06-25,2021,Pycnopodia helianthoides,180,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,139,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,118,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,105,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,127,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,114,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,120,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Dermasterias imbricata,112,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,100,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,117,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,88,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,100,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,70,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,108,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,107,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,115,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,86,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,100,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,70,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,93,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,125,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,132,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,80,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,103,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,126,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,148,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,105,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,114,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,85,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Evasterias troschelii,130,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,60,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,92,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,105,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,68,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,104,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,69,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,74,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,103,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,88,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,80,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,78,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Orthasterias koehleri,90,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,180,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,148,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,55,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,183,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,173,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,140,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,142,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,104,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,80,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,143,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,63,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,66,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,95,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,125,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,145,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,70,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,93,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,100,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,115,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,123,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,90,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,159,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pisaster ochraceus,117,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,117,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,97,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,180,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,140,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,70,H,
KEP_B05_RI_02,McCarty Fjord,2022-06-16,2022,Pycnopodia helianthoides,148,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,50,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,91,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,73,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,60,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,74,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,80,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Evasterias troschelii,80,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,103,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,123,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,109,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,110,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,115,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,96,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,78,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,118,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,75,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,60,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,114,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,99,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,90,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,105,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,155,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,100,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,117,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,123,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,110,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,116,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,153,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,105,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,125,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,94,H,
KEP_B05_RI_03,Nuka Bay,2022-06-15,2022,Pisaster ochraceus,98,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Evasterias troschelii,82,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Evasterias troschelii,90,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Evasterias troschelii,70,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,122,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,130,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,78,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,135,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,120,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,64,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,108,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,194,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,82,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,108,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,125,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,155,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,90,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,110,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,90,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,96,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,65,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,86,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,90,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,75,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,144,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,71,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,110,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,108,H,
KEP_B05_RI_03,Nuka Bay,2023-06-03,2023,Pisaster ochraceus,118,H,
