SiteID,SiteName,SampleDate,Year,Elevation_Position,Quadrat_Num,Bed_Rock,Boulder,Cobble,Gravel,Sand_Mud,Other
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),11,85,15,0,0,0,0
AKP_B10_RI_05,Takli Island,2021-07-10,2021,Upper (1.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),1,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),2,95,0,5,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),3,0,85,15,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),4,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),5,5,85,10,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),6,0,85,15,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),7,90,10,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),9,96,4,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Mid (0.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),1,95,0,5,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),3,0,85,15,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),4,30,40,15,15,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),5,0,96,4,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),6,95,0,5,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),7,10,70,20,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),8,70,0,30,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),9,50,50,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2019-07-05,2019,Upper (1.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),1,10,45,40,5,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),2,60,35,5,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),3,80,10,10,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),4,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),5,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),7,25,60,15,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),8,0,60,40,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),9,30,60,10,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Mid (0.5 m MLLW),12,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),1,80,20,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),2,70,30,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),3,75,25,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),4,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),5,30,70,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),7,20,80,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),8,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),9,10,70,20,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),11,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2018-07-15,2018,Upper (1.5 m MLLW),12,0,60,40,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),1,60,40,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),3,0,50,0,30,20,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),4,0,95,0,0,5,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),5,60,30,10,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),7,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),8,45,55,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),9,30,70,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),11,0,75,25,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Mid (0.5 m MLLW),12,60,40,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),1,0,70,30,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),3,0,60,40,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),4,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),5,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),6,40,60,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),7,90,10,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),8,80,10,0,10,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),9,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2017-06-23,2017,Upper (1.5 m MLLW),12,0,50,30,20,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),1,0,50,50,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),2,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),3,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),4,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),5,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),7,75,25,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),8,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),9,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),11,0,50,50,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Mid (0.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),2,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),3,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),4,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),5,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),7,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),8,0,50,50,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),9,0,75,25,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),11,0,50,50,0,0,0
AKP_B10_RI_05,Takli Island,2016-07-04,2016,Upper (1.5 m MLLW),12,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),1,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),3,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),4,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),5,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),6,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),8,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),11,0,70,30,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Mid (0.5 m MLLW),12,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),3,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),4,0,30,70,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),5,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),6,0,40,60,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),7,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),8,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),9,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),10,100,0,0,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),11,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2015-07-02,2015,Upper (1.5 m MLLW),12,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),1,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),3,0,25,75,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),4,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),5,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),6,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),7,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),8,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),9,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),10,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Mid (0.5 m MLLW),12,0,0,100,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),1,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),2,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),3,0,80,20,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),4,0,90,10,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),5,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),6,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),7,0,25,75,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),8,0,40,60,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),9,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),10,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),11,0,100,0,0,0,0
AKP_B10_RI_05,Takli Island,2014-07-12,2014,Upper (1.5 m MLLW),12,0,50,50,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),1,70,25,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),2,0,10,89,1,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),3,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),4,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),5,0,50,49,1,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),6,85,10,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),7,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),8,0,10,85,4,1,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),9,30,70,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),10,60,30,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),11,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Mid (0.5 m MLLW),12,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),1,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),2,15,80,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),3,20,20,50,10,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),5,40,0,45,15,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),6,80,0,20,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),7,40,60,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),8,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),9,0,10,85,5,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),10,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),11,35,60,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2023-06-05,2023,Upper (1.5 m MLLW),12,40,50,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),1,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),2,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),3,0,10,85,5,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),5,75,25,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),6,60,0,40,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),7,0,30,65,5,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),8,50,50,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),9,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),10,5,80,15,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),11,0,75,25,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Mid (0.5 m MLLW),12,0,10,90,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),1,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),2,0,50,50,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),3,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),5,90,0,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),6,99,0,1,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),7,0,60,40,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),8,0,40,60,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),9,80,10,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),10,40,50,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),11,0,60,40,0,0,0
KEP_B05_RI_01,Aialik Bay,2022-06-18,2022,Upper (1.5 m MLLW),12,90,8,1,1,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),1,10,90,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),2,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),3,0,10,80,10,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),5,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),6,10,10,80,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),7,0,20,75,5,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),8,25,70,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),9,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),10,10,80,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),11,0,90,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Mid (0.5 m MLLW),12,0,5,95,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),1,10,90,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),2,0,20,80,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),3,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),5,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),6,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),7,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),8,0,10,90,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),9,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),10,10,90,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),11,90,10,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2021-06-28,2021,Upper (1.5 m MLLW),12,20,80,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),1,0,90,5,5,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),2,0,95,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),3,0,95,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),4,0,60,40,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),5,0,60,35,5,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),6,80,20,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),7,0,90,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),8,0,15,80,5,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),9,60,40,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),10,30,40,30,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),11,0,100,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Mid (0.5 m MLLW),12,0,96,4,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),1,80,15,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),2,20,70,10,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),3,65,5,30,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),4,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),5,0,30,65,5,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),6,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),7,0,95,5,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),8,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),9,100,0,0,0,0,0
KEP_B05_RI_01,Aialik Bay,2019-06-20,2019,Upper (1.5 m MLLW),10,0,90,10,0,0,0
