Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,SiteSurveyed,TransectNumber,TransectSampled,TransectPosition,VerticalLength,DistanceCross,QuadratMultiplier,QuadratPosition,QuadratPosition_Overridden,QuadratLength,QuadratHeight,Area,CoreQualifier,QuadQualifier,Primary,Numadd,CoreCount,Notes
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,5,Y,21.96,18.3,4.3,0.87,15.92,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,6,Y,26.96,13.5,3.95,0.05,0.67,No,50,100,0.5,Mussels Present,Mussels Present,Y,7,8,No mussels in primary core.
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,7,Y,31.96,15.5,4.5,0.94,14.57,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,8,Y,36.96,16.6,3.6,0.36,5.97,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,9,Y,41.96,17.5,4.45,0.52,9.1,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_03,Kinak,7/17/2022,2022,Yes - Site Surveyed,10,Y,46.96,6.6,2.65,0.76,5.01,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,1,Y,2.2,7.9,0,.,6.3,UNK,50,100,0.5,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,2,Y,7.2,11.5,0,.,9.1,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,3,Y,12.2,12.5,0,.,7.8,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,4,Y,17.2,13.7,3.1,.,5.8,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,5,Y,22.2,11.8,1.7,.,8.8,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,6,Y,27.2,6.5,1.05,.,4,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,7,Y,32.2,5,0,.,3.5,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,8,Y,37.2,4.8,0,.,3.7,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,9,Y,42.2,5.5,0.8,.,4.2,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2008,2008,Yes,10,Y,47.2,6.3,4.5,.,0.9,UNK,.,.,1,No Mussels,Mussels Present,Y,0,1,quad dimensions not recorded so sz assumed to be 1m2 because of low numbers entered & same as last quad
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,1,Y,0,1,0,0.03,0,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,"New immutable mussel sampling laws: 1 when enlarging quadrat size, size must double and order must be clockwise from lower left; 2 mussel tx lines defined by mussels <= 25cm from perpendicular line; 3 if no mussels within +-1m of transect intersections sample 1 m2 centered on tx intersection"
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,2,Y,5,9,0,0.03,0.27,UNK,50,50,0.25,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,3,Y,10,8.2,0,0.48,3.9,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,4,Y,15,9,0,0.78,7.2,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,5,Y,20,3.8,0,0.4,1.52,UNK,50,50,0.25,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,6,Y,25,2.84,0,0.55,1.56,UNK,12.5,12.5,0.0156,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,7,Y,30,8.7,0,0.67,6.8,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,8,Y,35,3.1,0,0.6,1.86,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,9,Y,40,0,0,0.61,0,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,no mussels- new law invoked
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/8/2009,2009,Yes,10,Y,45,8.45,0,0.53,4.47,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,1,Y,2.57,7.27,0,0.22,1.6,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,quad sz 1m2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,2,Y,7.57,12,3.75,0.61,7.2,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,quad sz 1m2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,3,Y,12.57,10.2,2.9,0.53,5.41,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,quad sz 1/16m2 25cm2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,4,Y,17.57,9.9,3.05,0.01,0.1,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,quad sz 1/16m2 25cm2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,5,Y,22.57,11,0.97,0.17,1.87,UNK,50,50,0.25,No Mussels,Mussels Present,Y,0,1,quad sz 1/4m2 0.25m2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,6,Y,27.57,8.8,1.15,0.89,7.83,UNK,.,.,.,No Mussels,Mussels Present,Y,0,1,"""quad sz 1/64m2 62.5mm2, cannot be both of these so we will accept the area as 0.0156 as this was determined soon after the sampling was completed."""
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,7,Y,32.57,4.7,0,0.77,3.62,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,quad sz 1/16m2 25cm2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,8,Y,37.57,0,0,0.4,0,UNK,.,.,.,Not Sampled,No Mussels,N,0,0,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,9,Y,42.57,1.58,0,0.6,0.95,UNK,50,50,0.25,No Mussels,Mussels Present,Y,0,1,quad sz 1/4m2 0.25m2
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2010,2010,Yes,10,Y,47.57,0,0,0.84,0,UNK,.,.,.,Not Sampled,No Mussels,N,0,0,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,1,Y,2.6,0,0,0.55,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,"""no mussels. Field data sheet says no quad (""""none"""" in quad size space) was sampled. And that no core was sampled.  New rule: if no mussels lie beneath the tape for +1m to -1m (2m total) then sample quad at horizontal tape at random distance interval."""
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,2,Y,7.6,0.6,0.6,0.32,0.19,UNK,100,100,1,Mussels Present,No Mussels,Y,0,1,all mussels found above horizontal transect.  New rule: if no mussels lie beneath the tape for +1m to -1m (2m total) then sample quad at horizontal tape at random distance interval.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,3,Y,12.6,1.3,0,0.72,0.94,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,4,Y,17.6,2.2,0.3,0.91,2,UNK,100,100,1,Not Sampled,Mussels Present,N,0,0,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,5,Y,22.6,3.05,1.1,0.05,0.15,UNK,100,100,1,Mussels Present,No Mussels,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,6,Y,27.6,1.15,1.15,0.57,0.66,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,all mussels found above horizontal transect.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,7,Y,32.6,0,0,0.75,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels so quad sampled at origin of vert tx. No core sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,8,Y,37.6,0,0,0.29,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels so quad sampled at origin of vert tx. No core sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,9,Y,42.6,0,0,0.3,0,UNK,100,100,1,Not Sampled,Mussels Present,N,0,0,no mussels so quad sampled at origin of vert tx. No core sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2012,2012,Yes,10,Y,47.6,0,0,0.13,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels so quad sampled at origin of vert tx. No core sampled
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,1,Y,1.93,0.5,0.5,0.58,0.58,UNK,100,100,1,No Mussels,No Mussels,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,2,Y,6.93,3.25,1.2,0.46,1.3,UNK,100,100,1,No Mussels,No Mussels,Y,0,1,mussels extend below the gap to 9.47m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,3,Y,11.93,7.2,1.25,0.48,3.5,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,4,Y,16.93,9.35,2.2,0.67,6.6,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,5,Y,21.93,3.75,1.6,0.12,0.45,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,6,Y,26.93,4,0.15,0.43,1.72,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,7,Y,31.93,4.7,0,0.25,1.17,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,8,Y,36.93,0,0,0.22,0,UNK,.,.,.,Not Sampled,No Mussels,N,0,0,"""field data sheet says 'no mussels, no quad, no photo'. Beyond a gap, mussels do extend to 4.2m"""
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,9,Y,41.93,1,3.6,0.86,0.86,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,mussels extend below the gap to 10.82mm
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/7/2013,2013,Yes,10,Y,46.93,1,4.4,0.27,0.27,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,mussels extend below the gap to 5.5mm
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,1,Y,3.41,6.2,1.1,0.65,4.03,UNK,50,100,0.5,Mussels Present,Mussels Present,Y,2,3,"""mussels down in lower area for all transects, extending into rocky IT site and into rocks in IT area. Not feasible to measure extent of mussels below gap."""
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,2,Y,8.41,3.1,3.1,0.46,1.43,UNK,100,100,1,Mussels Present,No Mussels,Y,7,8,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,3,Y,13.41,12.6,2.95,0.28,3.53,UNK,100,100,1,Mussels Present,Mussels Present,Y,7,8,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,4,Y,18.41,0.3,0,0.34,0.1,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,7,8,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,5,Y,23.41,2.5,0.6,0.67,1.67,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,6,Y,28.41,1.92,0.45,0.83,1.59,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,4,5,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,7,Y,33.41,6.2,2.3,0.76,4.7,UNK,100,100,1,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,8,Y,38.41,2.6,0,0.59,1.53,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,5,6,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,9,Y,43.41,5.8,5.8,0.24,1.39,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,4,5,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/11/2014,2014,Yes,10,Y,48.41,5.9,4.1,0.01,0.06,UNK,50,50,0.25,No Mussels,Mussels Present,Y,7,8,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,1,Y,4.2,5.2,0.5,0.08,0.42,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,mussels below 5.2m. Lots of mussels <20mm
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,2,Y,9.2,8.5,0,0.51,4.3,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,no mussels below 8.5m. Lots of mussels under 20mm.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,3,Y,14.2,0,0,0.1,0,UNK,.,.,.,Not Sampled,No Mussels,N,0,0,no mussels until 1.6m so tx not sampled. Mussels began below 1.6m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,4,Y,19.2,2.3,0,0.42,0.96,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,more mussels below transect. After a gap mussels go to 8.5m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,5,Y,24.2,1.9,0.3,0.23,0.43,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,6,Y,29.2,6.4,0.4,0.22,1.4,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,no mussels below 6.4m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,7,Y,34.2,7,2.7,0.15,1.05,UNK,50,50,0.25,No Mussels,No Mussels,Y,8,9,no mussels
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,8,Y,39.2,0,0,0.49,0,UNK,.,.,.,Not Sampled,No Mussels,N,0,0,"""no mussels within 1 m so no quad or core sampled, no mussels further down"""
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,9,Y,44.2,6.8,3.2,0.57,3.8,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,4,5,mussels below 6.8m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/1/2015,2015,Yes,10,Y,49.2,0.9,1.6,0.4,0.28,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,transect sample above horizontal. Transect line is 1.6m above H and mussels began .7 above H. Mussels below .7m
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,1,Y,2.3,4.4,0,0.31,1.36,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,2,Y,7.3,12.7,3.7,0.25,3.2,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,3,Y,12.3,7.9,0.4,0.81,6.4,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,4,Y,17.3,7.3,0,0.05,0.4,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,5,Y,22.3,2.9,2,0.41,1.2,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,6,Y,27.3,5,1.2,0.98,5.7,Yes,12.5,25,0.0313,Mussels Present,Mussels Present,Y,4,5,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,7,Y,32.7,7.7,0.58,0.52,4,No,25,50,0.125,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,8,Y,37.3,1.9,0,0.08,0.15,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,4,5,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,9,Y,42.3,0.9,0,0.69,0.62,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/2/2016,2016,Yes - Site Surveyed,10,Y,47.3,0,0,0.15,0,No,50,50,0.25,Mussels Present,Mussels Present,Y,7,8,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,1,Y,0.33,4.9,0,0.7,3.43,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,5,6,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,2,Y,5.33,0.84,0.4,0.06,0.05,No,100,100,1,Mussels Present,Mussels Present,Y,3,4,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,3,Y,10.33,0.22,0,0.2,0.04,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,4,Y,15.33,9.1,2.05,0.29,2.63,No,25,25,0.0625,Mussels Present,Mussels Present,Y,7,8,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,5,Y,20.33,4.5,2.7,0.94,4.23,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,6,Y,25.33,4.5,1.3,0.85,3.82,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,7,Y,30.33,9.4,0.8,0.31,2.91,No,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,8,Y,35.33,3.5,0.1,0.69,2.41,No,25,50,0.125,Mussels Present,Mussels Present,Y,4,5,
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,9,Y,40.33,0,0,0.29,0,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,F & L are above H. No mussels in additional cores.
AKP,10,KATM,AKP_B10_MI_04,Amalik,6/22/2017,2017,Yes - Site Surveyed,10,Y,45.33,1.9,1.8,0.32,0.6,No,25,25,0.0625,No Mussels,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,1,Y,3.68,15.1,1.1,0.7,10.57,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,2,Y,8.68,6.3,2.55,0.53,3.33,No,25,50,0.125,Mussels Present,Mussels Present,Y,3,4,Mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,3,Y,13.68,19.6,2.4,0.57,11.17,No,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,4,Y,18.68,13.7,0.6,0.28,3.83,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,5,Y,23.68,6.75,3.9,0.3,2.02,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,6,Y,28.68,12,2.5,0.77,9.24,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,0,1,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,7,Y,33.68,5.3,0.5,0.01,0.05,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,8,Y,38.68,8.8,2.95,0.76,6.68,No,25,25,0.0625,Mussels Present,Mussels Present,Y,1,2,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,9,Y,43.68,6,6,0.81,4.86,No,25,50,0.125,Mussels Present,Mussels Present,Y,0,1,No mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/14/2018,2018,Yes - Site Surveyed,10,Y,48.68,8.7,3.7,0.7,6.09,No,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,Mussels below 0.0.
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,1,Y,3.35,5.5,0.6,0.53,2.91,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,2,Y,8.35,1.2,1.2,0.57,0.68,No,50,100,0.5,Mussels Present,Mussels Present,Y,6,7,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,3,Y,13.35,6.9,1.7,0.28,1.93,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,4,Y,18.35,0,0,0.3,0,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,5,Y,23.35,5.8,5.1,0.77,4.46,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,4,5,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,6,Y,28.35,9.5,1.4,0.01,0.09,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,7,Y,33.35,5.4,0.4,0.76,4.1,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,8,Y,38.35,8.3,2.1,0.81,6.72,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,6,7,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,9,Y,43.35,5.4,0,0.7,3.78,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/5/2019,2019,Yes - Site Surveyed,10,Y,48.35,5.7,2.3,0.04,0.22,No,25,25,0.0625,Mussels Present,Mussels Present,Y,1,2,nmb0
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,1,Y,4.09,7.2,0.35,0.79,5.68,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,2,Y,9.09,14,14,0.37,5.18,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,3,Y,14.09,2.4,2.4,0.96,2.3,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,4,Y,19.09,9.6,2.75,0.87,8.35,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,5,Y,24.09,5.7,2.95,0.05,0.28,No,100,100,1,No Mussels,Mussels Present,Y,8,9,Lots of worms in quad bag
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,6,Y,29.09,10.8,2.57,0.94,10.15,No,50,50,0.25,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,7,Y,34.09,4.9,0.8,0.36,1.76,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_04,Amalik,7/9/2021,2021,Yes - Site Surveyed,8,Y,39.09,3.1,0,0.52,1.61,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
